id, ime pesmi, billboard, id-izvajalec, popularnost, vrsta projekta
3e9HZxeyfWwjeyPAMmWSSQ, thank u. next, ('Thank U, Next', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 86, samostojen projekt
0zqy3ss4CwD6u4QPksS0nI, 8 Out Of 10, ('8 Out Of 10', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 64, samostojen projekt
7MywASx2OFZngfoORjo1yy, 31 DAYS, ('31 Days', 'Future'), {'1RyvyyTE3xzB2ZywiAwp0i': 'Future'}, 54, samostojen projekt
6WlxcZKpEV6Bwe9InoVhMp, WIFI LIT, ('Wifi Lit', 'Future'), {'1RyvyyTE3xzB2ZywiAwp0i': 'Future'}, 56, samostojen projekt
7m9OqQk4RVRkw9JJdeAw96, Jocelyn Flores, ('Jocelyn Flores', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 83, samostojen projekt
6cblRiEGDRNZgowcm951R3, Sandra’s Rose, ("Sandra's Rose", 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 63, samostojen projekt
4HG1YiGBseVKzjyKcmAJen, Summer Games, ('Summer Games', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 64, samostojen projekt
4c2xt1trwYZpMqPWY35Xi9, Jaded, ('Jaded', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 68, samostojen projekt
41a7dZcq30Ss5kPMayWRV0, That’s How You Feel, ("That's How You Feel", 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 65, samostojen projekt
2yg9UN4eo5eMVJ7OB4RWj3, Survival, ('Survival', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 63, samostojen projekt
5UVNjOSh27encRBqTpBWup, CUDDLE MY WRIST, ('Cuddle My Wrist', 'Future'), {'1RyvyyTE3xzB2ZywiAwp0i': 'Future'}, 53, samostojen projekt
4lc61NBCDzy2srBHDQeTfN, RACKS BLUE, ('Racks Blue', 'Future'), {'1RyvyyTE3xzB2ZywiAwp0i': 'Future'}, 52, samostojen projekt
2WP8G2pdddDmnh1xbfKBOI, Finesse, ('Finesse', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 66, samostojen projekt
7yotKA30dwTKNEGomV9ZsI, KOD, ('KOD', 'J. Cole'), {'6l3HvQ5sa6mXTsMTB19rO5': 'J. Cole'}, 73, samostojen projekt
11L064movtyopGdLiX4sVg, Peak, ('Peak', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 63, samostojen projekt
1Knctxx9vGZxpZfF66BIEa, Legends, ('Legends', 'Juice WRLD'), {'4MCBfE4596Uoi2O4DtmEMz': 'Juice WRLD'}, 74, samostojen projekt
1Tnw0ItH1Macok8gblnPPd, Is There More, ('Is There More', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 62, samostojen projekt
4SUwJA3eUVNHExxMPEUhQe, Ratchet Happy Birthday, ('Ratchet Happy Birthday', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 61, samostojen projekt
44Du2IM1bGY7dicmLfXbUs, Final Fantasy, ('Final Fantasy', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 62, samostojen projekt
09lmraDvzBT3pUQ2rUtJzK, March 14, ('March 14', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 60, samostojen projekt
3GVkPk8mqxz0itaAriG1L7, Everybody Dies In Their Nightmares, ('Everybody Dies In Their Nightmares', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 80, samostojen projekt
1qsHYUd2c1wFGcn7e63QmG, Yikes, ('Yikes', 'Kanye West'), {'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'}, 68, samostojen projekt
4UKCKdYiLN6IMA5ZESUTL7, the remedy for a broken heart (why am I so in love), ('The Remedy For A Broken Heart (Why Am I So In Love)', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 77, samostojen projekt
6KuqAtoeVzxAYOaMveLNpH, Dura, ('Dura', 'Daddy Yankee'), {'4VMYDCV2IEDYJArk749S6m': 'Daddy Yankee'}, 75, samostojen projekt
2ZRo7axmMPeSVUvDbGkJah, Hope, ('Hope', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 77, samostojen projekt
3aW0ds4A4tSQDIp75FqWTo, FAKE LOVE, ('Fake Love', 'BTS'), {'3Nrfpe0tUJi4K4DXYWgMUX': 'BTS'}, 73, samostojen projekt
01TnVDiet1DFTsyWKUKovl, NUMB, ('Numb', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 73, samostojen projekt
3s7MCdXyWmwjdcWh7GWXas, Violent Crimes, ('Violent Crimes', 'Kanye West'), {'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'}, 68, samostojen projekt
0yhxBvedRdGxsPZHJNI4VA, I Thought About Killing You, ('I Thought About Killing You', 'Kanye West'), {'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'}, 61, samostojen projekt
35KV2Nuib6jPMVN00O8iba, No Mistakes, ('No Mistakes', 'Kanye West'), {'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'}, 61, samostojen projekt
2VdT56BGpdqNHUgOe1j5vc, Rich & Sad, ('Rich & Sad', 'Post Malone'), {'246dkjvS1zLTtiykXe5h60': 'Post Malone'}, 74, samostojen projekt
